ROWID,AU,TI,SO,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA,1stScreen.result,1stScreen.note,1stScreen.CheckedBy,2ndScreen,2ndScreen.Checker,2ndScreen.Notes,DataColl.Notes,Collector
1965,"Chybicki, IJ; Dering, M; Iszkulo, G; Meyza, K; Suszka, J",Relative strength of fine-scale spatial genetic structure in paternally vs biparentally inherited DNA in a dioecious plant depends on both sex proportions and pollen-to-seed dispersal ratio,HEREDITY,2016,258,1351,,,,,53,59,,10.1098/rspb.1994.0141,,,,,,,,WOS:A1994PP33700009,7997458,,,,,no.data,"no crosses, no f1s",NF,,,,,
1969,"Brill, E; Kang, L; Michalak, K; Michalak, P; Price, DK",Hybrid sterility and evolution in Hawaiian Drosophila: differential gene and allele-specific expression analysis of backcross males,HEREDITY,2016,253,1338,,,,,271,276,,10.1098/rspb.1993.0113,,,,,,,,WOS:A1993LZ92900009,,,,,,no.data,no f1 phenotypes,KT,,,,,
1970,"Stewart, WCL; Hager, VR",A powerful test of independent assortment that determines genome-wide significance quickly and accurately,HEREDITY,2016,253,1337,,,,,167,171,,10.1098/rspb.1993.0098,,,,,,,,WOS:A1993LV10900008,,,,,,no.data,"only simulations, no biological model",NF,,,,,
1975,"Orozco-TerWengel, P",Homoploid hybrid expectations The devil is in the details: the effect of population structure on demographic inference,HEREDITY,2016,251,1332,,,,,253,261,,10.1098/rspb.1993.0037,,,,,,,,WOS:A1993KV93600014,,,,,,no.data,,NF,,,,,
1976,"Thompson, KF; Patel, S; Baker, CS; Constantine, R; Millar, CD","Bucking the trend: genetic analysis reveals high diversity, large population size and low differentiation in a deep ocean cetacean",HEREDITY,2016,251,1331,,,,,111,117,,10.1098/rspb.1993.0016,,,,,,,,WOS:A1993KP33400005,,,,,,no.data,,NF,,,,,
1977,"Martin, H; Touzet, P; Van Rossum, F; Delalande, D; Arnaud, JF",Phylogeographic pattern of range expansion provides evidence for cryptic species lineages in Silene nutans in Western Europe,HEREDITY,2016,251,1330,,,,,39,45,,10.1098/rspb.1993.0006,,,,,,,,WOS:A1993KK19000006,8094564,,,,,no.data,only genetic analysis,NF,,,,,
1978,"Guerra, D; Ghiselli, F; Milani, L; Breton, S; Passamonti, M",Early replication dynamics of sex-linked mitochondrial DNAs in the doubly uniparental inheritance species Ruditapes philippinarum (Bivalvia Veneridae),HEREDITY,2016,250,1328,,,,,91,98,,10.1098/rspb.1992.0135,,,,,,,,WOS:A1992KB19300001,1361987,,,,,no.data,,NF,,,,,
1979,"Immonen, E; Collet, M; Goenaga, J; Arnqvist, G",Direct and indirect genetic effects of sex-specific mitonuclear epistasis on reproductive ageing,HEREDITY,2016,250,1327,,,,,57,62,,10.1098/rspb.1992.0130,,,,,,,,WOS:A1992JW05600008,,,,,,no.data,"no crosses, no f1s",NF,,,,,
1980,"Bouvet, JM; Makouanzi, G; Cros, D; Vigneron, P",Modeling additive and non-additive effects in a hybrid population using genome-wide genotyping: prediction accuracy implications,HEREDITY,2016,249,1326,,,,,293,297,,10.1098/rspb.1992.0117,,,,,,,,WOS:A1992JQ91400010,1359560,,,,,no.data,,NF,,,,,
1983,"Bateson, P",Why are individuals so different from each other?,HEREDITY,2015,248,1322,,,,,95,101,,10.1098/rspb.1992.0047,,,,,,,,WOS:A1992HW39600001,1352894,,,,,no.data,,NF,,,,,
1985,"Curry, MM; Paliulis, LV; Welch, KD; Harwood, JD; White, JA",Multiple endosymbiont infections and reproductive manipulations in a linyphiid spider population,HEREDITY,2015,248,1322,,,,,135,140,,10.1098/rspb.1992.0053,,,,,,,,WOS:A1992HW39600007,,,,,,no.data,"no crosses, no f1s",NF,,,,,
1997,"Jiang, Y; Zhao, Y; Rodemann, B; Plieske, J; Kollers, S; Korzun, V; Ebmeyer, E; Argillier, O; Hinze, M; Ling, J; Roder, MS; Ganal, MW; Mette, MF; Reif, JC",Potential and limits to unravel the genetic architecture and predict the variation of Fusarium head blight resistance in European winter wheat (Triticum aestivum L.),HEREDITY,2015,243,1308,,,,,235,239,,10.1098/rspb.1991.0037,,,,,,,,WOS:A1991FF57200009,1711233,,,,,no.data,"no crosses, no f1s",NF,,,,,
1999,"Kalinowski, ST; Powell, JH",A parameter to quantify the degree of genetic mixing among individuals in hybrid populations,HEREDITY,2015,242,1305,,,,,205,216,,10.1098/rspb.1990.0126,,,,,,,,WOS:A1990ET33600010,1983036,,,,,no.data,"only simulations, no biological model",NF,,,,,
2000,"Huang, K; Guo, ST; Shattuck, MR; Chen, ST; Qi, XG; Zhang, P; Li, BG",A maximum-likelihood estimation of pairwise relatedness for autopolyploids,HEREDITY,2015,119,6,,,,,389,401,,10.1038/hdy.2017.51,,,,,,,,WOS:000414670500001,28976495,,,,,no.data,"only simulations, no biological model",NF,,,,,
2002,"Hand, ML; Vit, P; Krahulcova, A; Johnson, SD; Oelkers, K; Siddons, H; Chrtek, J; Fehrer, J; Koltunow, AMG",Evolution of apomixis loci in Pilosella and Hieracium (Asteraceae) inferred from the conservation of apomixis-linked markers in natural and experimental populations,HEREDITY,2015,119,6,,,,,438,446,,10.1038/hdy.2017.56,,,,,,,,WOS:000414670500006,28902188,,,,,no.data,,NF,,,,,
2004,"Huang, A; Xu, S; Cai, X",Empirical Bayesian elastic net for multiple quantitative trait locus mapping,HEREDITY,2015,119,5,,,,,314,327,,10.1038/hdy.2017.44,,,,,,,,WOS:000412764700003,28832578,,,,,no.data,,NF,,,,,
2008,"Wolf, JB; Brandvain, Y",Gene interactions in the evolution of genomic imprinting,HEREDITY,2014,119,3,,,,,174,184,,10.1038/hdy.2017.27,,,,,,,,WOS:000407362100006,28590463,,,,,no.data,,NF,,,,,
2009,"Wolf, JB; Oakey, RJ; Feil, R",Imprinted gene expression in hybrids: perturbed mechanisms and evolutionary implications,HEREDITY,2014,118,6,,,,,513,516,,10.1038/hdy.2017.7,,,,,,,,WOS:000401023700001,28295029,,,,,no.data,,NF,,,,,
2010,"Wang, X; Clark, AG",Using next-generation RNA sequencing to identify imprinted genes,HEREDITY,2014,118,6,,,,,554,562,,10.1038/hdy.2016.127,,,,,,,,WOS:000401023700006,28098850,,,,,no.data,,NF,,,,,
2015,"Xie, SQ; Feng, JY; Zhang, YM",Linkage group correction using epistatic distorted markers in F-2 and backcross populations,HEREDITY,2014,118,3,,,,,221,228,,10.1038/hdy.2016.89,,,,,,,,WOS:000394362300002,27731328,,,,,no.data,"only simulations, no biological model",NF,,,,,
2017,"Armour, JAL; Davison, A; McManus, IC",Genome-wide association study of handedness excludes simple genetic models,HEREDITY,2014,118,3,,,,,211,220,,10.1038/hdy.2016.72,,,,,,,,WOS:000394362300001,27649619,,,,,no.data,,NF,,,,,
2021,"Xie, S; Chen, J; Walsh, B",Genetic mapping of sterile genes with epistasis in backcross designs,HEREDITY,2014,118,2,,,,,125,134,,10.1038/hdy.2016.70,,,,,,,,WOS:000394361600002,27577691,,,,,no.data,"only simulations, no biological model",NF,,,,,
2022,"Wallace, JG; Larsson, SJ; Buckler, ES",Entering the second century of maize quantitative genetics,HEREDITY,2014,117,6,,,,,408,416,,10.1038/hdy.2016.57,,,,,,,,WOS:000387790400003,27485667,,,,,no.data,,NF,,,,,
2023,"Bijma, P",The quantitative genetics of indirect genetic effects: a selective review of modelling issues,HEREDITY,2014,117,6,,,,,440,448,,10.1038/hdy.2016.69,,,,,,,,WOS:000387790400006,27577694,,,,,no.data,,NF,,,,,
2024,"Nieuwenhuis, BPS; Billiard, S; Vuilleumier, S; Petit, E; Hood, ME; Giraud, T",Evolution of uni- and bifactorial sexual compatibility systems in fungi,HEREDITY,2013,117,6,,,,,449,459,,10.1038/hdy.2016.65,,,,,,,,WOS:000387790400007,27577692,,,,,no.data,,NF,,,,,
2044,"Vigueira, CC; Olsen, KM; Caicedo, AL",The red queen in the corn: agricultural weeds as models of rapid adaptive evolution,HEREDITY,2013,115,2,,,SI,,146,152,,10.1038/hdy.2015.2,,,,,,,,WOS:000358007200008,25899011,,,,,no.data,a review,NF,,,,,
2051,"Mable, BK",Polyploids and hybrids in changing environments: winners or losers in the struggle for adaptation?,HEREDITY,2013,114,6,,,,,584,592,,10.1038/hdy.2014.127,,,,,,,,WOS:000354386700007,25585920,,,,,no.data,,NF,,,,,
2054,"Meirmans, PG; Van Tienderen, PH",The effects of inheritance in tetraploids on genetic diversity and population divergence,HEREDITY,2013,114,3,,,,,262,271,,10.1038/hdy.2014.95,,,,,,,,WOS:000349671000003,25335556,,,,,no.data,"only simulations, no biological model",NF,,,,,
2057,"Sartori, C; Mantovani, R",Indirect genetic effects and the genetic bases of social dominance: evidence from cattle,HEREDITY,2013,114,3,,,,,344,355,,10.1038/hdy.2014.108,,,,,,,,WOS:000349671000012,25424842,,,,,no.data,"no crosses, no f1s",NF,,,,,
2063,"Mathew, B; Bauer, AM; Koistinen, P; Reetz, TC; Leon, J; Sillanpaa, MJ",Bayesian adaptive Markov chain Monte Carlo estimation of genetic parameters,HEREDITY,2012,114,1,,,,,107,115,,10.1038/hdy.2014.79,,,,,,,,WOS:000346150000013,25204301,,,,,no.data,,NF,,,,,
2074,"Gross, BL",Homoploid hybrid expectations Genetic and phenotypic divergence of homoploid hybrid species from parental species,HEREDITY,2012,112,5,,,,,479,488,,10.1038/hdy.2013.127,,,,,,,,WOS:000334605700003,24595363,,,,,no.data,a review,NF,,,,,
2075,"Arnold, ML; Ballerini, ES; Brothers, AN","Hybrid fitness, adaptation and evolutionary diversification: lessons learned from Louisiana Irises",HEREDITY,2012,112,5,,,,,552,561,,10.1038/hdy.2013.139,,,,,,,,WOS:000334605700010,24346498,,,,,no.data,a review,NF,,,,,
2079,"Twyford, AD; Ennos, RA",Next-generation hybridization and introgression,HEREDITY,2012,112,3,,,,,343,350,,10.1038/hdy.2013.110,,,,,,,,WOS:000331626500015,24220087,,,,,no.data,,NF,,,,,
2092,"Schilthuizen, M; Giesbers, MCWG; Beukeboom, LW",Haldane's rule in the 21st century,HEREDITY,2011,111,4,,,,,286,292,,10.1038/hdy.2013.47,,,,,,,,WOS:000324580600003,23695379,,,,,no.data,,NF,,,,,
2094,"Ekblom, R; Galindo, J",Applications of next generation sequencing in molecular ecology of non-model organisms,HEREDITY,2011,111,3,,,,,227,237,,10.1038/hdy.2013.41,,,,,,,,WOS:000323209400007,23652565,,,,,no.data,,NF,,,,,
2107,"White, JA; Kelly, SE; Cockburn, SN; Perlman, SJ; Hunter, MS",Endosymbiont costs and benefits in a parasitoid infected with both Wolbachia and Cardinium,HEREDITY,2011,110,4,,,,,398,404,,10.1038/hdy.2012.124,,,,,,,,WOS:000316552300012,23340600,,,,,no.data,"no crosses, no f1s",NF,,,,,
2111,"Hutchings, JA",Old wine in new bottles: reaction norms in salmonid fishes,HEREDITY,2011,110,2,,,SI,,105,110,,10.1038/hdy.2012.98,,,,,,,,WOS:000313836500004,23211787,,,,,no.data,,NF,,,,,
2114,"Christiansen, DG; Reyer, HU","Effects of geographic distance, sea barriers and habitat on the genetic structure and diversity of all-hybrid water frog populations",HEREDITY,2011,110,2,,,SI,,138,151,,10.1038/hdy.2012.100,,,,,,,,WOS:000313836500008,23211791,,,,,no.data,"genetic analysis on wild pop, no crosses, no f1s",NF,,,,,
2116,"Min, L; Yang, R; Wang, X; Wang, B",Bayesian analysis for genetic architecture of dynamic traits,HEREDITY,2011,110,1,,,,,3,9,,10.1038/hdy.2012.56,,,,,,,,WOS:000312496900002,22968222,,,,,no.data,"only simulations, no biological model",NF,,,,,
2117,"Ferriol, M; Pichot, C; Lefevre, F",Variation of selfing rate and inbreeding depression among individuals and across generations within an admixed Cedrus population,HEREDITY,2011,110,1,,,,,39,45,,10.1038/hdy.2012.57,,,,,,,,WOS:000312496900006,22990313,,,,,no.data,"only wild pop, no crosses, no f1s",NF,,,,,
2119,"Wilkens, H","Genes, modules and the evolution of cave fish",HEREDITY,2010,110,1,,,,,63,70,,10.1038/hdy.2012.62,,,,,,,,WOS:000312496900009,23047202,,,,,no.data,,NF,,,,,
2121,"Ostrowski, MF; Rousselle, Y; Tsitrone, A; Santoni, S; David, J; Reboud, X; Muller, MH",Using linked markers to estimate the genetic age of a volunteer population: a theoretical and empirical approach,HEREDITY,2010,109,5,,,,,320,328,,10.1038/hdy.2012.45,,,,,,,,WOS:000310098100008,22850699,,,,,no.data,"only simulations, no biological model",NF,,,,,
2126,"Aparicio, JM; Ortego, J; Calabuig, G; Cordero, PJ",Evidence of subtle departures from Mendelian segregation in a wild lesser kestrel (Falco naumanni) population,HEREDITY,2010,109,2,,,,,108,116,,10.1038/hdy.2012.19,,,,,,,,WOS:000306567400005,22549516,,,,,no.data,genetic analysis,NF,,,,,
2127,"Labonne, JDJ; Tamari, F; Shore, JS",Characterization of X-ray-generated floral mutants carrying deletions at the S-locus of distylous Turnera subulata,HEREDITY,2010,108,5,,,,,461,468,,10.1038/hdy.2011.89,,,,,,,,WOS:000303001600001,,,,,,no.data,"only mutant generated, no f1s",NF,,,,,
2128,"Teixeira, FK; Colot, V",Repeat elements and the Arabidopsis DNA methylation landscape,HEREDITY,2010,108,5,,,,,547,551,,10.1038/hdy.2011.122,,,,,,,,WOS:000303001600013,22167056,,,,,no.data,,NF,,,,,
2129,"Bollati, V; Baccarelli, A",Environmental epigenetics,HEREDITY,2010,108,5,,,,,552,562,,10.1038/hdy.2011.123,,,,,,,,WOS:000303001600014,22187083,,,,,no.data,,NF,,,,,
2130,"Cvekl, A; Mitton, KP",Epigenetic regulatory mechanisms in vertebrate eye development and disease,HEREDITY,2010,108,5,,,,,531,536,,10.1038/hdy.2011.118,,,,,,,,WOS:000303001600011,22146981,,,,,no.data,a review,NF,,,,,
2133,"Michalak, P",An eruption of mobile elements in genomes of hybrid sunflowers,HEREDITY,2010,108,4,,,,,447,455,,10.1038/hdy.2011.95,,,,,,,,WOS:000301985500014,22072068,,,,,no.data,,NF,,,,,
2138,"Raychoudhury, R; Grillenberger, BK; Gadau, J; Bijlsma, R; van de Zande, L; Werren, JH; Beukeboom, LW",Phylogeography of Nasonia vitripennis (Hymenoptera) indicates a mitochondrial-Wolbachia sweep in North America,HEREDITY,2010,108,3,,,,,302,311,,10.1038/hdy.2011.75,,,,,,,,WOS:000300596100018,21878985,,,,,no.data,"no crosses, no f1s",NF,,,,,
2140,"Flanagan, JM; McMahon, G; Chia, SHB; Fitzpatrick, P; Tighe, O; O'Neill, C; Briones, P; Gort, L; Kozak, L; Magee, A; Naughten, E; Radomyska, B; Schwartz, M; Shin, JS; Strobl, WM; Tyfield, LA; Waterham, HR; Russell, H; Bertorelle, G; Reichardt, JKV; Mayne, PD; Croke, DT",The role of human demographic history in determining the distribution and frequency of transferase-deficient galactosaemia mutations,HEREDITY,2010,108,2,,,,,87,95,,10.1038/hdy.2011.46,,,,,,,,WOS:000299589900001,21829224,,,,,no.data,,NF,,,,,
2144,"Johnston, SE; Beraldi, D; McRae, AF; Pemberton, JM; Slate, J",Horn type and horn length genes map to the same chromosomal region in Soay sheep,HEREDITY,2010,107,5,,,,,395,404,,10.1038/hdy.2011.23,,,,,,,,WOS:000296560300003,21448229,,,,,no.data,"wild pop, no crosses, no f1s",NF,,,,,
2147,"Cooper, JD; Vitalis, R; Waser, PM; Gopurenko, D; Hellgren, EC; Gabor, TM; DeWoody, JA",Quantifying male-biased dispersal among social groups in the collared peccary (Pecari tajacu) using analyses based on mtDNA variation,HEREDITY,2010,107,4,,,,,315,319,,10.1038/hdy.2011.17,,,,,,,,WOS:000295159600003,21427754,,,,,no.data,"wild pop, no crosses, no f1s",NF,,,,,
2148,"Noor, MAF; Bennett, SM",Islands of speciation or mirages in the desert? Examining the role of restricted recombination in maintaining species,HEREDITY,2009,107,4,,,,,328,337,,10.1038/hdy.2011.19,,,,,,,,WOS:000295159600005,21427753,,,,,no.data,a review,NF,,,,,
2151,"Bogart, JP; Bartoszek, J; Noble, DWA; Bi, K",Sex in unisexual salamanders: discovery of a new sperm donor with ancient affinities,HEREDITY,2009,107,2,,,,,105,114,,10.1038/hdy.2010.168,,,,,,,,WOS:000292911500003,21245892,,,,,no.data,"wild pop, no crosses, no f1s",NF,,,,,
2152,"Johnson, NA",One hundred years after Bateson: a pair of incompatible genes underlying hybrid sterility between yeast species,HEREDITY,2009,107,2,,,,,95,102,,10.1038/hdy.2010.170,,,,,,,,WOS:000292911500001,21224879,,,,,no.data,a review,NF,,,,,
2154,"Busi, R; Powles, SB",Evolution of glyphosate resistance in a Lolium rigidum population by glyphosate selection at sublethal doses,HEREDITY,2009,107,1,,,,,1,15,,10.1038/hdy.2010.152,,,,,,,,WOS:000291635500001,21139633,,,,,no.data,"no crosses, no f1s",NF,,,,,
2155,"Engelstadter, J; Telschow, A",Cytoplasmic incompatibility and host population structure,HEREDITY,2009,107,1,,,,,61,70,,10.1038/hdy.2010.157,,,,,,,,WOS:000291635500008,21179062,,,,,no.data,a review,NF,,,,,
2156,"Kremer, N; Charif, D; Henri, H; Bataille, M; Prevost, G; Kraaijeveld, K; Vavre, F",A new case of Wolbachia dependence in the genus Asobara: evidence for parthenogenesis induction in Asobara japonica,HEREDITY,2009,107,1,,,,,40,49,,10.1038/hdy.2010.153,,,,,,,,WOS:000291635500006,21179065,,,,,no.data,"no crosses, no f1s",NF,,,,,
2158,"Hegarty, MJ; Hiscock, SJ",The complex nature of allopolyploid plant genomes,HEREDITY,2009,106,6,,,,,1003,1011,,10.1038/hdy.2010.149,,,,,,,,WOS:000290712700013,21119703,,,,,no.data,a review,NF,,,,,
2161,"Dawson, KJ; Belkhir, K",An agglomerative hierarchical approach to visualization in Bayesian clustering problems,HEREDITY,2009,106,5,,,,,798,807,,10.1038/hdy.2010.121,,,,,,,,WOS:000289713700012,20924399,,,,,no.data,a review,NF,,,,,
2169,"Li, XQ",Developmental and environmental variation in genomes,HEREDITY,2009,106,4,,,,,642,648,,10.1038/hdy.2010.100,,,,,,,,WOS:000288703900017,20700141,,,,,no.data,,NF,,,,,
2171,"Unckless, RL; Orr, HA",Dobzhansky-Muller incompatibilities and adaptation to a shared environment,HEREDITY,2009,106,3,,,SI,,421,437,,10.1038/hdy.2010.166,,,,,,,,WOS:000287636000003,21224878,,,,,no.data,"only simulations, no biological model",NF,,,,,
2176,"Gay, L; Neubauer, G; Zagalska-Neubauer, M; Pons, JM; Bell, DA; Crochet, PA",Speciation with gene flow in the large white-headed gulls: does selection counterbalance introgression?,HEREDITY,2009,106,1,,,,,124,133,,10.1038/hdy.2010.20,,,,,,,,WOS:000285336100013,20332806,,,,,no.data,"wild pop, no crosses, no f1s",NF,,,,,
2177,"Banaszek, A; Taylor, JRE; Ochocinska, D; Chetnicki, W",Robertsonian polymorphism in the common shrew (Sorex araneus L.) and selective advantage of heterozygotes indicated by their higher maximum metabolic rates,HEREDITY,2009,106,1,,,,,146,157,,10.1038/hdy.2010.45,,,,,,,,WOS:000285336100015,20424643,,,,,no.data,"wild pop, no crosses, no f1s",NF,,,,,
2179,"Qvarnstrom, A; Bailey, RI",Speciation through evolution of sex-linked genes,HEREDITY,2009,105,5,,,,,413,422,,10.1038/hdy.2009.184,,,,,,,,WOS:000283168600001,20068586,,,,,no.data,a review,NF,,,,,
2180,"Koevoets, T; Beukeboom, LW",Genetics of postzygotic isolation and Haldane's rule in haplodiploids,HEREDITY,2009,105,5,,,,,443,448,,10.1038/hdy.2010.51,,,,,,,,WOS:000283168600005,20424640,,,,,no.data,,NF,,,,,
2181,"Li, XC; Barringer, BC; Barbash, DA",The pachytene checkpoint and its relationship to evolutionary patterns of polyploidization and hybrid sterility,HEREDITY,2009,105,4,,,,,358,369,,10.1038/hdy.2009.156,,,,,,,,WOS:000282059900006,19997120,,,,,no.data,,NF,,,,,
2182,"Widmer, A; Lexer, C; Cozzolino, S",Evolution of reproductive isolation in plants,HEREDITY,2009,105,4,,,,,370,383,,10.1038/hdy.2009.166,,,,,,,,WOS:000282059900007,19997124,,,,,no.data,,NF,,,,,
2183,"Greig, D",Reproductive isolation in Saccharomyces,HEREDITY,2009,105,4,,,,,394,400,,10.1038/hdy.2009.183,,,,,,,,WOS:000282059900009,20087387,,,,,no.data,,NF,,,,,
2184,"Michalak, P","Epigenetic, transposon and small RNA determinants of hybrid dysfunctions",HEREDITY,2009,105,3,,,,,299,308,,10.1038/hdy.2009.162,,,,,,,,WOS:000280998800008,19953121,,,,,no.data,,NF,,,,,
2185,"Servedio, MR",The role of linkage disequilibrium in the evolution of premating isolation,HEREDITY,2009,105,2,,,,,205,212,,10.1038/hdy.2009.169,,,,,,,,WOS:000280111800007,19935823,,,,,no.data,,NF,,,,,
2192,"He, XH; Zhang, YM",Mapping epistatic quantitative trait loci underlying endosperm traits using all markers on the entire genome in a random hybridization design,HEREDITY,2008,104,5,,,,,502,512,,10.1038/hdy.2009.137,,,,,,,,WOS:000276952000011,19812615,,,,,no.data,"only simulations, no biological model",NF,,,,,
2195,"Morishima, K; Yoshikawa, H; Arai, K",Meiotic hybridogenesis in triploid Misgurnus loach derived from a clonal lineage,HEREDITY,2008,104,3,,,SI,,239,246,,10.1038/hdy.2009.130,,,,,,,,WOS:000274604200003,19812617,,,,,no.data,"no crosses, no f1s",NF,,,,,
2201,"Wang, RX; Zhao, YL",Differential barrier strength and allele frequencies in hybrid zones maintained by sex-biased hybrid incompatibilities,HEREDITY,2008,104,2,,,,,148,154,,10.1038/hdy.2009.84,,,,,,,,WOS:000273802800007,19639008,,,,,no.data,"only simulations, no biological model",NF,,,,,
2202,"Beekman, M; Allsopp, MH; Wossler, TC; Oldroyd, BP",Factors affecting the dynamics of the honeybee (Apis mellifera) hybrid zone of South Africa,HEREDITY,2008,104,2,,,,,174,184,,10.1038/hdy.2009.106,,,,,,,,WOS:000273802800010,19738635,,,,,no.data,a review,NF,,,,,
2204,"Woolbright, SA; DiFazio, SP; Yin, T; Martinsen, GD; Zhang, X; Allan, GJ; Whitham, TG; Keim, P",A dense linkage map of hybrid cottonwood (Populus fremontii x P-angustifolia) contributes to long-term ecological research and comparison mapping in a model forest tree,HEREDITY,2008,104,2,,,,,191,195,,10.1038/hdy.2009.114,,,,,,,,WOS:000273802800012,19756038,,,,,no.data,duplicate,KT,,,,,
2206,"Landry, CR; Hartl, DL; Ranz, JM",Genome clashes in hybrids: insights from gene expression,HEREDITY,2007,104,2,,,,,215,223,,10.1038/hdy.2009.111,,,,,,,,WOS:000273802800015,19707234,,,,,no.data,a review,NF,,,,,
2210,"Edwards, JR; Bestor, TH",Stochastic and deterministic effects in gene regulation,HEREDITY,2007,103,6,,,,,458,468,,10.1038/hdy.2009.81,,,,,,,,WOS:000271911800005,19603060,,,,,no.data,a review,NF,,,,,
2211,"Buggs, RJA",Empirical study of hybrid zone movement,HEREDITY,2007,103,6,,,,,476,482,,10.1038/hdy.2009.70,,,,,,,,WOS:000271911800007,19654608,,,,,no.data,,NF,,,,,
2212,"Sepulveda, N; Paulino, CD; Carneiro, J; Penha-Goncalves, C",Allelic penetrance approach as a tool to model two-locus interaction in complex binary traits,HEREDITY,2007,103,6,,,,,483,493,,10.1038/hdy.2009.83,,,,,,,,WOS:000271911800008,19639004,,,,,no.data,"only simulations, no biological model",NF,,,,,
2215,"Dorken, ME; Pannell, JR",The maintenance of hybrid zones across a disturbance gradient,HEREDITY,2007,103,4,,,,,318,325,,10.1038/hdy.2009.64,,,,,,,,WOS:000270087700007,19491925,,,,,no.data,"only simulations, no biological model",NF,,,,,
2218,"Zhu, C; Zhang, R",Efficiency of triple test cross for detecting epistasis with marker information,HEREDITY,2007,103,3,,,,,268,278,,10.1038/hdy.2009.49,,,,,,,,WOS:000269074000012,19401714,,,,,no.data,"only simulations, no biological model",NF,,,,,
2223,"Lexer, C; Buerkle, CA; Joseph, JA; Heinze, B; Fay, MF",Admixture in European Populus hybrid zones makes feasible the mapping of loci that contribute to reproductive isolation and trait differences,HEREDITY,2007,103,1,,,,,46,53,,10.1038/hdy.2009.30,,,,,,,,WOS:000267088700007,19337305,,,,,no.data,duplicate of above,NF,,,,,
2229,"Obbard, DJ; Harris, SA; Pannell, JR",Simple allelic-phenotype diversity and differentiation statistics for allopolyploids,HEREDITY,2006,102,5,,,,,483,489,,10.1038/hdy.2009.5,,,,,,,,WOS:000265960700008,19223921,,,,,no.data,"only simulations, no biological model",NF,,,,,
2230,"Joron, M; Jiggins, CD; Papanicolaou, A; McMillan, WO",Heliconius wing patterns: an evo-devo model for understanding phenotypic diversity,HEREDITY,2006,102,4,,,,,323,329,,10.1038/hdy.2008.132,,,,,,,,WOS:000264548000002,19142199,,,,,no.data,a review,NF,,,,,
2233,"Thompson, SL; Ritland, K",A novel mating system analysis for modes of self-oriented mating applied to diploid and polyploid arctic Easter daisies (Townsendia hookeri),HEREDITY,2006,102,3,,,,,236,245,,10.1038/hdy.2008.96,,,,,,,,WOS:000263457200006,18781168,,,,,no.data,"only simulations, no biological model",NF,,,,,
2234,"Kikuno, K; Tanaka, K; Itoh, M; Tanaka, Y; Boussy, IA; Gamo, S",Patterns of hobo elements and their effects in natural populations of Drosophila melanogaster in Japan,HEREDITY,2006,102,3,,,,,257,265,,10.1038/hdy.2008.112,,,,,,,,WOS:000263457200008,18971956,,,,,no.data,"no crosses, no f1s",NF,,,,,
2242,"Piatigorsky, J",Evolutionary genetics - Seeing the light: the role of inherited developmental cascades in the origins of vertebrate lenses and their crystallins,HEREDITY,2006,102,1,,,,,24,30,,10.1038/hdy.2008.84,,,,,,,,WOS:000261774400004,18766201,,,,,no.data,a review,NF,,,,,
2244,"Balaresque, P; Manni, F; Dugoujon, JM; Crousau-Roy, B; Heyer, E",Estimating sex-specific processes in human populations: Are XY-homologous markers an effective tool?,HEREDITY,2006,102,1,,,,,39,44,,10.1038/hdy.2008.73,,,,,,,,WOS:000261774400006,,,,,,no.data,,NF,,,,,
2246,"Terashima, M; Furusawa, S; Hanzawa, N; Tsuchiya, K; Suyanto, A; Moriwaki, K; Yonekawa, H; Suzuki, H","Phylogeographic origin of Hokkaido house mice (Mus musculus) as indicated by genetic markers with maternal, paternal and biparental inheritance",HEREDITY,2006,102,1,,,,,51,56,,10.1038/hdy.2008.98,,,,,,,,WOS:000261774400008,18813328,,,,,no.data,"wild pop analysis by phylogeny, no crosses, no f1s",NF,,,,,
